resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
MEDX-ME-KARI-KAPU,वायु वितरणकर्ता,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",15120.17,15120.17,15120.17,15120.17,1,INR,15120.17,1.0,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,वायु वेंटिलेशन और एयर कंडीशनिंग सिस्टम के निर्माण तत्व,हवा की आपूर्ति के लिए वायु वितरण उपकरणों की स्थापना,50b46ae487fb
KAME-LI-MEME-KASA_KAKAMEME,"लैंटेनाइटेड टंगस्टन वेल्डिंग रॉड, व्यास 1.6-3 मिमी",Material,General,किलोग्राम,10973.81,10973.81,10973.81,10973.81,1,INR,554.17,0.05,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,धातु के वायु नलिकाएँ,40 मीटर गहरे खदान संरचनाओं में संक्षारण प्रतिरोधी स्टील से वायु नलिकाओं की स्थाप,1be909e85413
MEDX-TO-KATO-KASA,वायु फ़िल्टर कोशिकीय,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",921.55,921.55,921.55,921.55,1,INR,0.0,0.0,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,धातु के वायु नलिकाएँ,40 मीटर गहरे खदान संरचनाओं में संक्षारण प्रतिरोधी स्टील से वायु नलिकाओं की स्थाप,14a62d2325bb
MEDX-ME-KAME-MERI,वायुमार्गों के लिए कोने के स्टील के आयताकार फ्लैन्जेस,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",230.83,230.83,230.83,230.83,1,INR,0.0,0.0,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,धातु के वायु नलिकाएँ,40 मीटर गहरे खदान संरचनाओं में संक्षारण प्रतिरोधी स्टील से वायु नलिकाओं की स्थाप,a88982a2b095
KAPU-TO-KAME-KAVO,धातु-सीमेंट मिश्रण,Abstract Material,General,घन मीटर,2251.05,2251.05,2251.05,2251.05,1,INR,2296.07,1.02,2,2,निर्माण कार्य,फर्श,फर्श,"बेटन, सीमेंट-बेटन और धातु-सीमेंट की सतहों का निर्माण",40bbd345fdb0
KAME-PU-KARI-KATO_KAKARINE,"रोटरी ड्रिलिंग सेटअप के लिए पांच-पंक्ति काटने वाला बोर, व्यास 381 मिमी",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",1084660.19,1084660.19,1084660.19,1084660.19,1,INR,0.0,0.0,2,2,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",उठते हुए खनन कार्यों में ड्रिलिंग,7499f1149c87
KAME-PU-KARI-KATO_KAKARISA,"रोटरी ड्रिलिंग सेटअप के लिए चार-पंक्ति काटने वाला बोर, व्यास 381 मिमी",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",1084660.19,1084660.19,1084660.19,1084660.19,1,INR,0.0,0.0,2,2,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",उठते हुए खनन कार्यों में ड्रिलिंग,95062d41565b
RITO-TO-KANE-KAPU_KAKAMEKA,"स्टील की वेल्डेड पाइपें, गैर-गैल्वनाइज्ड, जल-गैस पाइपलाइन के लिए, थ्रेड के साथ, हल्की, नामांकित व्यास 40 मिमी, दीवार की मोटाई 3 मिमी",Material,General,म,157.74,157.74,157.74,157.74,1,INR,11042.01,70.0,2,2,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",क्षैतिज और झुके हुए खनन कार्यों में चट्टानों को सीमेंटेशन द्वारा सुदृढ़ करना,c4d9207397e3
DXME-KAVO-MEME_MEPUME,"मोबाइल ड्रम स्क्रीन (ट्रमेल), उत्पादन 100 m3/घंटा तक",Equipment,General,मशीन-च,2914.52,2914.52,2914.52,2914.52,1,INR,8248.08,2.83,2,2,निर्माण कार्य,सड़कें,सड़कों का निर्माण,अन्य कार्य,d3bde62812bf
MEDX-ME-KARI-KAVO,वायु वितरणकर्ता,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",21217.09,21217.09,21217.09,21217.09,1,INR,21217.09,1.0,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,वायु वेंटिलेशन और एयर कंडीशनिंग सिस्टम के निर्माण तत्व,हवा की आपूर्ति के लिए वायु वितरण उपकरणों की स्थापना,702315b0baf1
MEDX-RI-KARI-KATO,चूसने वाले,Abstract Material,General,किलोग्राम,957.38,957.38,957.38,957.38,1,INR,95737.95,100.0,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,वायु वेंटिलेशन और एयर कंडीशनिंग सिस्टम के निर्माण तत्व,एग्जॉस्ट सिस्टम की स्थापना,f5b3b0599b58
RIKA-ME-KARI-MEVO_KAKAKAME,"केबल बाइंडिंग स्ट्रैप्स (बंडेज), आकार 3.6x200 मिमी",Material,General,100 पीस,85.85,85.85,85.85,85.85,1,INR,12.14,0.14,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विशेष उपकरणों के लिए केबल लाइनें और विद्युत उपकरण,40 मीटर गहराई में खनन संरचनाओं के लिए केबल लाइनें और इलेक्ट्रिकल उपकरण,ed69f448c305
KAME-LI-MELI-KADX_MEKAMEVO,"ठोस सामग्री में छिद्र बनाने के लिए SDS-max शाफ्ट के साथ ठोस मिश्र धातु के टिप वाला बोर, कुल लंबाई 340 मिमी, व्यास 22 मिमी",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",503.91,503.91,503.91,503.91,1,INR,4336.12,8.605,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विशेष उपकरणों के लिए केबल लाइनें और विद्युत उपकरण,परमाणु ऊर्जा संयंत्रों और विशेष कोरपस के लिए केबल लाइनें और इलेक्ट्रिकल उपकरण,60d8f246f9e1
RIKA-RI-KADX-KAPU_KAKAMEKA,"थर्मो-सुजाने वाला कनेक्टिंग मफ, पॉलीथीन या कागज़ की इंसुलेशन के लिए 10 कवी तक के वोल्टेज के लिए, ब्रांड STp-10-3kh(150-240) मिमी²",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",8282.96,8282.96,8282.96,8282.96,1,INR,8282.96,1.0,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विशेष उपकरणों के लिए केबल लाइनें और विद्युत उपकरण,परमाणु ऊर्जा संयंत्रों और विशेष कोरपस के लिए केबल लाइनें और इलेक्ट्रिकल उपकरण,fe2e8e204499
DXME-KALI-KALI_KAMERI,बिजली: खपत 0.91 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,4.03,4.03,4.03,4.03,1,INR,34.51,8.56,2,2,निर्माण कार्य,फर्श,फर्श,पॉलीमर-सीमेंट मिश्रण से 30 मिमी मोटाई की परत के साथ जलरोधक प्रणाली।,1ac5a0832dc2
DXME-KALI-KALI_KAMERI,"रासायनिक पंप, उत्पादन 5 मी³/घंटा",Equipment,General,मशीन-च,23.26,23.26,23.26,23.26,1,INR,199.13,8.56,2,2,निर्माण कार्य,फर्श,फर्श,पॉलीमर-सीमेंट मिश्रण से 30 मिमी मोटाई की परत के साथ जलरोधक प्रणाली।,2c60af688610
KATO-RI-KARI-KANE_KAKAKAME,तनावित सीमेंट NTs-5 32.5N,Material,General,ट,18394.24,18394.24,18394.24,18394.24,1,INR,30718.38,1.67,2,2,निर्माण कार्य,फर्श,फर्श,पॉलीमर-सीमेंट मिश्रण से 30 मिमी मोटाई की परत के साथ जलरोधक प्रणाली।,3555ab04b2f9
DXME-RIME-RIRI_PUPUNE,बिजली: खपत 0.33 किमी·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,1.47,1.47,1.47,1.47,1,INR,7.04,4.8,2,2,निर्माण कार्य,फर्श,फर्श,"पॉलीथीन फिल्म पर ब्यूटिल रबर गोंद के साथ जलरोधक उपकरण, जिसमें रूबरॉयड की सुरक्षा",e91693338cb0
DXME-RIME-RIRI_PUPUNE,"पॉलीथीन फिल्म के लिए वेल्डिंग सेट, हीटिंग पावर 1 किलोग्राम",Equipment,General,मशीन-च,23.73,23.73,23.73,23.73,1,INR,113.9,4.8,2,2,निर्माण कार्य,फर्श,फर्श,"पॉलीथीन फिल्म पर ब्यूटिल रबर गोंद के साथ जलरोधक उपकरण, जिसमें रूबरॉयड की सुरक्षा",54f39b0046c2
MEPU-PU-KATO-KATO_KAMEKAPU,बिटुमिन लैक BT-783,Material,General,ट,124756.08,124756.08,124756.08,124756.08,1,INR,6237.8,0.05,2,2,निर्माण कार्य,फर्श,फर्श,"पॉलीथीन फिल्म पर ब्यूटिल रबर गोंद के साथ जलरोधक उपकरण, जिसमें रूबरॉयड की सुरक्षा",982cd6bfa0dd
MEPU-RI-KANE-KARI_KAKAKAME,ब्यूटाइल रबर,Material,General,ट,216701.22,216701.22,216701.22,216701.22,1,INR,866.81,0.01,2,2,निर्माण कार्य,फर्श,फर्श,"पॉलीथीन फिल्म पर ब्यूटिल रबर गोंद के साथ जलरोधक उपकरण, जिसमें रूबरॉयड की सुरक्षा",53a2b1b97fa4
RILI-ME-KAME-KAME_KAKAKAME,क्लैंप प्रेशर,Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",37.99,37.99,37.99,37.99,1,INR,193.74,5.1,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत शक्ति और विद्युत प्रकाशन स्थापित करना,लिफ्ट-परिवहन उपकरण के लिए विद्युत आपूर्ति,d75c3a6170fb
RIKA-SA-KATO-KATO_KAKAKAME,"इलेक्ट्रोटेक्निकल एल्युमिनियम बस, ग्रेड AD31, चौड़ाई 20 मिमी, मोटाई 3 मिमी",Material,General,म,96.84,96.84,96.84,96.84,1,INR,7277.8,75.15,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत शक्ति और विद्युत प्रकाशन स्थापित करना,इलेक्ट्रिक मशीनें,e8bc77920f79
RIKA-ME-KARI-KANE_KAKAMEME,पिघलने के लिए तांबा,Material,General,किलोग्राम,2963.68,2963.68,2963.68,2963.68,1,INR,13484.73,4.55,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत शक्ति और विद्युत प्रकाशन स्थापित करना,इलेक्ट्रिक मशीनें,583d57d2677b
KAME-ME-KAME-KARI_KAKAMEME,"इलेक्ट्रोटेक्निकल आर्क-प्रतिरोधी बोर्ड (ATsEID), मोटाई 6 मिमी",Material,General,ट,16573.65,16573.65,16573.65,16573.65,1,INR,99.45,0.01,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत ऊर्जा और विद्युत नेटवर्क की जल निकासी,भारी बसें,89d00caf9384
DXME-RIME-MEDX_KATOKA,बिजली: खपत 0.25 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,1.1,1.1,1.1,1.1,1,INR,0.22,0.205,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत ऊर्जा और विद्युत नेटवर्क की जल निकासी,भारी बसें,bbe1e445d90d
DXME-RIME-MEDX_KATOKA,इलेक्ट्रोमैकेनिकल ड्राइव वाले रोलिंग सामग्री के लिए मशीनें,Equipment,General,मशीन-च,20.47,20.47,20.47,20.47,1,INR,4.2,0.205,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत ऊर्जा और विद्युत नेटवर्क की जल निकासी,भारी बसें,a9f8ed70cca4
MERI-ME-KARI-KATO_KAKASATO,"रोल्ड बिटुमिनस-पॉलीमर छत और जलरोधक सामग्री, गर्मी से चिपकने वाली, आधार पॉलिएस्टर, लचीलापन -15 °C से अधिक नहीं, ताकत कम से कम 360 N, गर्मी सहिष्णुता कम से कम 120 °C",Material,General,मी²,384.05,384.05,384.05,384.05,1,INR,23573.21,61.38,2,2,निर्माण कार्य,अस्थायी इकट्ठा-फिर से इकट्ठा करने योग्य भवन और संरचनाएं,अस्थायी इन्वेंटरी भवन असेंबल और डिस्सेम्बल संरचनाओं से,कंटेनर प्रकार के अस्थायी आवासीय भवनों का निर्माण,171120e2a23b
KALI-RI-KALI-METO_KATOMEME,"कंटेनरों के लिए स्टील की स्क्रू स्ट्रैप्स, प्लग का व्यास 32 मिमी, लंबाई 280 मिमी",Material,General,100 पीस,213477.9,213477.9,213477.9,213477.9,1,INR,4269.56,0.02,2,2,निर्माण कार्य,अस्थायी इकट्ठा-फिर से इकट्ठा करने योग्य भवन और संरचनाएं,अस्थायी इन्वेंटरी भवन असेंबल और डिस्सेम्बल संरचनाओं से,कंटेनर प्रकार के अस्थायी आवासीय भवनों का निर्माण,f8446ecd1208
RIPU-ME-KARI-KAME_KAKARIPU,"जस्ती धातु की क्लैंप, दो-पैर वाली, दो त्वरित लॉक के साथ और पाइपलाइन को सुरक्षित करने के लिए रबर प्रोफाइल, माउंटिंग नट M10, व्यास 108 से 116 मिमी",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",188.83,188.83,188.83,188.83,1,INR,9252.86,49.0,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,एयर कंडीशनर,रंगीन धातुओं से पाइपलाइन बिछाना,cb3e1f759b25
RITO-SA-KARI-KARI_KAKATORI,"स्टील की इलेक्ट्रिक वेल्डेड सीधी सीम वाली पाइप, स्टील ग्रेड St2, 10, बाहरी व्यास 57 मिमी, दीवार की मोटाई 2.5 मिमी",Material,General,म,173.28,173.28,173.28,173.28,1,INR,1407.87,8.125,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,एयर कंडीशनर,रंगीन धातुओं से पाइपलाइन बिछाना,cd0d8a2235cd
KAME-SA-KATO-KADX,जस्ती ट्रैफिक लाइट कॉलम,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",5061.45,5061.45,5061.45,5061.45,1,INR,5061.45,1.0,2,1,निर्माण कार्य,सड़कें,सड़कों का निर्माण,अन्य कार्य,3ff2f937971e
MEPU-ME-KASA-KARI_MEKAKANE,दो-घटक पॉलीयुरेथेन गोंद-सीलेंट,Material,General,किलोग्राम,759.78,759.78,759.78,759.78,1,INR,147.39,0.195,2,2,निर्माण कार्य,सड़कें,सड़कों का निर्माण,रूपरेखा,78df7a28c484
KAME-LI-MEPU-KASA_KAKAKAPU,"कम दबाव वाले पॉलीथीन की शीट, रंग काला, मोटाई 2 मिमी",Material,General,मी²,466.46,466.46,466.46,466.46,1,INR,452.46,0.97,2,2,निर्माण कार्य,सड़कें,सड़कों का निर्माण,रूपरेखा,7b3401b5c13b
KAME-VO-KAME-KAPU,ऑर्गस्टेक्लो शीट TOSP,Abstract Material,General,किलोग्राम,7193.43,7193.43,7193.43,7193.43,1,INR,8303.38,1.155,2,2,निर्माण कार्य,सड़कें,सड़कों का निर्माण,रूपरेखा,0f127fac5bc2
DXME-MEDX-MEME_KAMESA,बिजली: खपत 273.49 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,1215.93,1215.93,1215.93,1215.93,1,INR,1215.93,1.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,e519cd2661fa
DXME-MEDX-MEME_KAMESA,"तीन-फेज फ्लो हीटर, ग्राउंड के कृत्रिम पिघलने के दौरान कूलेंट को गर्म करने के लिए, नियंत्रण पैनल के साथ, शक्ति 325 किलowatt",Equipment,General,मशीन-च,2081.41,2081.41,2081.41,2081.41,1,INR,2081.41,1.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,6bb568d40e6e
DXME-MEDX-MEME_KATOSA,बिजली: खपत 6.6 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,29.34,29.34,29.34,29.34,1,INR,29.34,1.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,583236126950
DXME-MEDX-MEME_KATOSA,फ्रीजिंग स्टेशनों के लिए कंटेनर रूप में नियंत्रण केंद्र,Equipment,General,मशीन-च,273.52,273.52,273.52,273.52,1,INR,273.52,1.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,793a580109fd
DXME-MEDX-MEME_KATOTO,बिजली: खपत 447.68 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,1990.38,1990.38,1990.38,1990.38,1,INR,1990.38,1.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,5d7604e01bec
DXME-MEDX-MEME_KATOTO,"एयर-कूल्ड कूलिंग सेटअप, ग्राउंड फ्रीजिंग के लिए, कंटेनर रूप में, ठंड उत्पादन 560 किलowatt (सॉल्ट के आउटलेट तापमान पर -38 °C)",Equipment,General,मशीन-च,5679.11,5679.11,5679.11,5679.11,1,INR,5679.11,1.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,b6df44593ac5
KAME-TO-KASA-TOVO_KAPUDXKA,"तरल कूलेंट, पोटेशियम कार्बोक्सिलेट्स पर आधारित, ठोस होने का तापमान -55 °C से अधिक नहीं, 20 °C पर घनत्व 1.220-1.360 ग्राम/सेमी³",Material,General,किलोग्राम,721.82,721.82,721.82,721.82,1,INR,0.0,0.0,2,2,निर्माण कार्य,खनन कार्य,"गोरनप्रोखोदचस्की कार्य, विशेष तरीकों से किए जाने वाले",कृत्रिम रूप से ठंडा करना और चट्टानों को पिघलाना,1c4394da7ed9
DXME-KATO-MEDX_METOLI,बिजली: खपत 73.92 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,328.64,328.64,328.64,328.64,1,INR,183146.73,557.28,2,2,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",उठते हुए खनन कार्यों में ड्रिलिंग,e7296040026e
DXME-KATO-MEDX_METOLI,"स्व-चालित रोटरी ड्रिलिंग सेटअप, ऊर्ध्वाधर खनन के लिए, विस्तारक के साथ, ड्रिलिंग व्यास 3.05 मीटर",Equipment,General,मशीन-च,21994.6,21994.6,21994.6,21994.6,1,INR,12257150.97,557.28,2,2,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",उठते हुए खनन कार्यों में ड्रिलिंग,b8e76241c6bb
DXME-KATO-KANE_KAMESA,"आंतरिक दहन इंजन वाले लोडिंग-डिलीवरी मशीनें, पनवेल पहियों पर, लोडिंग क्षमता 15 टन तक",Equipment,General,मशीन-च,11920.44,11920.44,11920.44,11920.44,1,INR,42913.57,3.6,2,2,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",उठते हुए खनन कार्यों में ड्रिलिंग,dd6f9a1cc4ae
KAME-LI-MESA-MERI_KAKAKAPU,"स्टील के प्लग-स्क्रू santekhnicheskie, स्क्रू का व्यास M10, लंबाई 120 मिमी",Material,General,100 पीस,668.94,668.94,668.94,668.94,1,INR,26.76,0.04,2,2,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,एयर कंडीशनर,एयर कंडीशनर और स्प्लिट सिस्टम की स्थापना,780a3d3056f7
MERI-RI-KASA-KADX,एक्सट्रूडेड पॉलीस्टायरीन से बने थर्मल इंसुलेटिंग पैनल,Abstract Material,General,मी²,1756.91,1756.91,1756.91,1756.91,1,INR,180961.52,103.0,2,2,निर्माण कार्य,फर्श,फर्श,संपूर्ण ताप और ध्वनि इन्सुलेशन उपकरण,54c9d3f44447
KAME-TO-KASA-TOKA_KAKAKAME,मेथाक्रिलिक एसिड और इसके एस्टर का कोपोलिमर (रेसिन),Material,General,ट,763724.76,763724.76,763724.76,763724.76,1,INR,3054.9,0.0,2,2,निर्माण कार्य,फर्श,फर्श,जलरोधक उपकरण,e79ee73fa9b3
RINE-ME-KARI-KALI,ट्रैप्स के समर्थन,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",51538.39,51538.39,51538.39,51538.39,1,INR,0.0,0.0,2,2,निर्माण कार्य,अस्थायी इकट्ठा-फिर से इकट्ठा करने योग्य भवन और संरचनाएं,क्रेन के लिए नीचे की पटरियाँ,बाशेन क्रानों के लिए पटरियों पर टुपिक उपरों की स्थापना,843760272c24
MEPU-RI-KASA-KAME_KAMEKATO,"जलवायु सिंथेटिक लेटेक्स और निष्क्रिय भरावों की विसरण, बिना विलायक सामग्री, नीला रंग",Material,General,किलोग्राम,481.52,481.52,481.52,481.52,1,INR,24075.9,50.0,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,"पार्टीशन्स, दीवारों की सजावट, प्लास्टरबोर्ड (जीसीएल) से बने निलंबित छतें","प्लास्टरबोर्ड (जीकेएल) की दीवारों का निर्माण, जिसमें डबल धातु का ढांचा है, संचार",108d4b797f1a
KAME-LI-KANE-KAPU_KAKAKATO,"कोणों और जोड़ों के लिए हाइड्रोइज़ोलेशन टेप, जो 120 मिमी चौड़ी पॉलीएस्टर जाल टेप पर आधारित है, जिसमें लंबाई के अक्ष पर 70 मिमी चौड़ी हाइड्रोइज़ोलेशन इलास्टोमर की पट्टी लगी हुई है।",Material,General,म,124.52,124.52,124.52,124.52,1,INR,4731.93,38.0,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,"पार्टीशन्स, दीवारों की सजावट, प्लास्टरबोर्ड (जीसीएल) से बने निलंबित छतें","प्लास्टरबोर्ड (जीकेएल) की दीवारों का निर्माण, जिसमें डबल धातु का ढांचा है, संचार",d225741b4188
RIKA-RI-KAME-KASA_KAKAKAME,गिल्ज़ी केबल मिड़ी 2.5 मिमी,Material,General,100 पीस,471.98,471.98,471.98,471.98,1,INR,35.4,0.075,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत ऊर्जा और विद्युत नेटवर्क की जल निकासी,भवनों और संरचनाओं में तार नेटवर्क,8fd2a1db9081
KAME-LI-MESA-KARI_KAKARIRI,"एंकर बोल्ट्स नट के साथ स्टील के फ्रिक्शनल वाइडिंग, बाहरी थ्रेड M8, व्यास 10 मिमी, लंबाई 120 मिमी",Material,General,100 पीस,784.97,784.97,784.97,784.97,1,INR,196.24,0.25,2,2,निर्माण कार्य,सड़कें,सड़कों का निर्माण,रूपरेखा,d01e41772789
RIPU-RI-KASA-KATO_KAKAKARI,"क्रिजोटिल-सीमेंट की दबाव वाली पाइपें, वर्ग बीटी6, व्यास 150 मिमी।",Material,General,म,400.44,400.44,400.44,400.44,1,INR,900.99,2.25,2,2,निर्माण कार्य,जल तकनीकी संरचनाओं की भूमि निर्माण,भूमिगत संरचनाएँ जल तकनीकी संरचनाओं की,"बांध, डेम, भराई",fa00fd34baa6
MERI-ME-KARI-MEKA_KAKADXLI,संसाधन_नामकरण||2258,Material,General,मी²,50.66,50.66,50.66,50.66,1,INR,2733.56,53.96,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,संपूर्ण आपूर्ति के कारखाने के निर्मित भागों से आवासीय और सार्वजनिक भवनों का निर्,बाहरी और आंतरिक दीवारें,01848d5ee229
MEME-RI-METO-KARI,संसाधन_नामकरण||2256,Abstract Material,General,मी²,112.49,112.49,112.49,112.49,1,INR,11248.65,100.0,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,संपूर्ण आपूर्ति के कारखाने के निर्मित भागों से आवासीय और सार्वजनिक भवनों का निर्,बाहरी और आंतरिक दीवारें,14aba3da358b
KALI-RI-KANE-KATO_KAMEVONE,"जस्ती स्टील का खड़ा प्रोफाइल, आकार 150x50 मिमी, मोटाई 1.0 मिमी",Material,General,म,189.29,189.29,189.29,189.29,1,INR,57354.54,303.0,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,संपूर्ण आपूर्ति के कारखाने के निर्मित भागों से आवासीय और सार्वजनिक भवनों का निर्,बाहरी और आंतरिक दीवारें,90a43f42014d
MERI-RI-KATO-KAPU_KAKAPUME,थर्मोलाइट,Material,General,घन मीटर,19141.83,19141.83,19141.83,19141.83,1,INR,240229.94,12.55,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,संपूर्ण आपूर्ति के कारखाने के निर्मित भागों से आवासीय और सार्वजनिक भवनों का निर्,"नींव, मध्य-स्तरीय, अटारी और पैनल छतें",bd62556b05fc
MEVO-SA-KAVO-KARI,हवा और पानी के लिए वेंटिल,Abstract Material,General,सम्पूर्ण,19778.92,19778.92,19778.92,19778.92,1,INR,19778.92,1.0,2,2,निर्माण कार्य,जलापूर्ति - बाहरी नेटवर्क,फिटिंग की स्थापना,"पंप, हाइड्रेंट, पानी के नल",c49f9b5bf2a4
KAME-LI-MESA-KATO_KAKAMELI,"स्टील के बोल्ट, हेक्सागोनल हेड के साथ, हेक्सागोनल नट और फ्लैट राउंड वाशर के साथ, थ्रेड डायमीटर M27, बोल्ट की लंबाई 50-300 मिमी",Material,General,ट,173656.49,173656.49,173656.49,173656.49,1,INR,5209.69,0.03,2,2,निर्माण कार्य,जलापूर्ति - बाहरी नेटवर्क,फिटिंग की स्थापना,"वाल्व, क्लोजर",1353b0f159a8
RIKA-RI-KADX-KARI_KAKAKAME,"संरचनात्मक शील्ड, पाइन, ग्रेड बी, आकार 40x600x1600 मिमी",Material,General,घन मीटर,55680.59,55680.59,55680.59,55680.59,1,INR,1113.61,0.02,2,2,उपकरणों की स्थापना,इलेक्ट्रोटेक्निकल इंस्टॉलेशन,विद्युत ऊर्जा और विद्युत नेटवर्क की जल निकासी,500 किव तक के केबल लाइनें,fab3ee325e7d
KALI-RI-KANE-KATO_KAMERIPU,"जस्ती स्टील से बना गाइड प्रोफाइल, कंक्रीट के फर्श के लिए, ऊँचाई 60 मिमी, स्टील की मोटाई 0.8 मिमी",Material,General,म,110.7,110.7,110.7,110.7,1,INR,11789.84,106.5,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,संपूर्ण आपूर्ति के कारखाने के निर्मित भागों से आवासीय और सार्वजनिक भवनों का निर्,बाहरी और आंतरिक दीवारें,412bd150d320
KAME-LI-MESA-MEPU_KAKATORI,"स्टील के स्व-छिद्रण स्क्रू, एंटी-कोरोसिव कोटिंग के साथ, काउंटरसंक सिर और क्रॉस स्लॉट के साथ, ड्रिल टिप, व्यास 3.9 मिमी, लंबाई 39 मिमी",Material,General,1000 पीस,2016.75,2016.75,2016.75,2016.75,1,INR,6959.79,3.45,2,2,निर्माण कार्य,लकड़ी की संरचनाएं,संपूर्ण आपूर्ति के कारखाने के निर्मित भागों से आवासीय और सार्वजनिक भवनों का निर्,बाहरी और आंतरिक दीवारें,40c1f1bbb3e7
